Unnamed: 0,Clothing ID,Age,Title,Review Text_x,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,Sentiment,Review Text_y,Original Rating,Predicted Sentiment,Predicted Sentiment Label
1320,865,44,,Super cute poncho add wardrobe love grey color material super soft glad snagged le,5,1,0,General,Tops,Knits,1,Super cute poncho add wardrobe love grey color material super soft glad snagged le,5,1,Positive
1321,836,35,Stunning top,Great top love fit pair great dark denim pearl ordered c cup waist,5,1,33,General,Tops,Blouses,1,Great top love fit pair great dark denim pearl ordered c cup waist,5,1,Positive
1322,819,31,,This topjacket le red appears picture wine color labeled pretty gold detail nice,4,1,1,General,Tops,Blouses,1,This topjacket le red appears picture wine color labeled pretty gold detail nice,4,0,Neutral
1323,865,44,,This sweater perfect transition piece material really soft shape poncho cut nicely doesnt make look like big blob,5,1,3,General,Tops,Knits,1,This sweater perfect transition piece material really soft shape poncho cut nicely doesnt make look like big blob,5,1,Positive
1324,836,34,Love!!!,I obsessed top even gorgeous person real showstopper,5,1,9,General,Tops,Blouses,1,I obsessed top even gorgeous person real showstopper,5,1,Positive
1325,819,33,Perfect for fall layering,Beautiful color great lightweight piece fall layering petite sizing perfect like belted kimono happy purchase,5,1,3,General,Tops,Blouses,1,Beautiful color great lightweight piece fall layering petite sizing perfect like belted kimono happy purchase,5,1,Positive
1326,819,51,,Its really cute seems expensive type fabric thought would substantial got lot compliment,3,1,1,General,Tops,Blouses,0,Its really cute seems expensive type fabric thought would substantial got lot compliment,3,-1,Negative
1327,1080,49,Beautiful fabric / odd fit,Really wanted love dress something fit fabric lovely zipper detail nice unfortunately style,3,0,1,General,Dresses,Dresses,0,Really wanted love dress something fit fabric lovely zipper detail nice unfortunately style,3,1,Positive
1328,865,53,"Soft, subtle loveliness",This lovely piece see close appreciate subtle detail typically wear xxsp xsp expect fit decided try liked style petite many poncho style overwhelm look like tent one xx fit nicely right length width lb think one reason popular show searching poncho search sweater,5,1,0,General,Tops,Knits,1,This lovely piece see close appreciate subtle detail typically wear xxsp xsp expect fit decided try liked style petite many poncho style overwhelm look like tent one xx fit nicely right length width lb think one reason popular show searching poncho search sweater,5,1,Positive
1329,836,51,Happy top!,In midst endofwinter doldrums tried cute top springy powdery happy lace soft stiff scratchy lightweight enough transition nicely summer cami separate piece also envision wearing top slipdress retro mary janes sleeve length make fair game late winter yay,4,1,1,General,Tops,Blouses,1,In midst endofwinter doldrums tried cute top springy powdery happy lace soft stiff scratchy lightweight enough transition nicely summer cami separate piece also envision wearing top slipdress retro mary janes sleeve length make fair game late winter yay,4,1,Positive
1330,836,39,,Absolutely love top beautiful well made unique,5,1,9,General,Tops,Blouses,1,Absolutely love top beautiful well made unique,5,1,Positive
1331,836,48,Wanted to love it,An absolutely gorgeous poorly fitting blouse bottom part way billowy inconsistent fitted top half got sale still returned,2,0,0,General,Tops,Blouses,-1,An absolutely gorgeous poorly fitting blouse bottom part way billowy inconsistent fitted top half got sale still returned,2,1,Positive
1332,836,26,"Great overall, but with it's issues",This top really pretty received lot compliment said ran true size really torso part run little big sized think would tight arm cami came kept falling big deal aware string might hold cami shirt overall really pretty blue detail make worth,4,1,0,General,Tops,Blouses,1,This top really pretty received lot compliment said ran true size really torso part run little big sized think would tight arm cami came kept falling big deal aware string might hold cami shirt overall really pretty blue detail make worth,4,1,Positive
1333,836,25,"Cute shirt, but not for me",The blue lace white top underneath pretty unfortunately like billowy bra line,5,0,0,General,Tops,Blouses,1,The blue lace white top underneath pretty unfortunately like billowy bra line,5,1,Positive
1334,836,31,Not as pictured,It definitely pinned back model photograph made foot frame look short wide,2,0,6,General,Tops,Blouses,-1,It definitely pinned back model photograph made foot frame look short wide,2,1,Positive
1335,1003,23,Not black,For reference lb hourglass figure usual small fit perfectly problem skirt black charcoal graypurple sipper reinforces stiff boarder inside matter put waist stick straight making look like tail skirt word pointy butt also slit tulip part skirt go way waist needed tacked part skir,2,0,2,General,Bottoms,Skirts,-1,For reference lb hourglass figure usual small fit perfectly problem skirt black charcoal graypurple sipper reinforces stiff boarder inside matter put waist stick straight making look like tail skirt word pointy butt also slit tulip part skirt go way waist needed tacked part skir,2,1,Positive
1336,836,36,Stunning!,I knew wanted top moment saw onto wishlist went went sale fit beautifully normal size love already coordinating tank top get compliment whenever wear think hd paris might new goto,5,1,0,General Petite,Tops,Blouses,1,I knew wanted top moment saw onto wishlist went went sale fit beautifully normal size love already coordinating tank top get compliment whenever wear think hd paris might new goto,5,1,Positive
1337,860,56,,This probably blouse curvy woman mean large breasted xl fit well cleavage limit ok office bottom little large long however fabric feel extremely comfortable stretch doesnt lose shape tempted buy thin probably need size,5,1,2,General,Tops,Knits,1,This probably blouse curvy woman mean large breasted xl fit well cleavage limit ok office bottom little large long however fabric feel extremely comfortable stretch doesnt lose shape tempted buy thin probably need size,5,-1,Negative
1338,867,48,Soft lightweight and cool,This tee super soft thin perfect hot humid day went neutral version adorable chino short jean short found ran big purchased x still pretty baggy,5,1,3,General,Tops,Knits,1,This tee super soft thin perfect hot humid day went neutral version adorable chino short jean short found ran big purchased x still pretty baggy,5,0,Neutral
1339,1022,40,Not the same,Ive buying stevie ankle year retailer happy past two pair bought heavy chemical smell imagine kind starchchemical keep denim stiff first pair enough wash get rid bad smell lost form looked terrible since washed couldnt return nd pair arrived heavy smell returned may made elsewhere disappointing,1,0,0,General,Bottoms,Jeans,-1,Ive buying stevie ankle year retailer happy past two pair bought heavy chemical smell imagine kind starchchemical keep denim stiff first pair enough wash get rid bad smell lost form looked terrible since washed couldnt return nd pair arrived heavy smell returned may made elsewhere disappointing,1,1,Positive
1340,1098,42,Beautiful!,Beautiful dress excellent detail loved everything dress except weight dress heavy limit wearing option fl given fabric great special occasion dress,4,1,6,General,Dresses,Dresses,1,Beautiful dress excellent detail loved everything dress except weight dress heavy limit wearing option fl given fabric great special occasion dress,4,1,Positive
1341,1098,37,Disappointed,Im incredibly disappointed dress beautiful one received torn multiple strand bead missing poor quality control,1,0,0,General,Dresses,Dresses,-1,Im incredibly disappointed dress beautiful one received torn multiple strand bead missing poor quality control,1,1,Positive
1342,825,42,"Yeh, what she said.....",Yep snug maybe might consider upping normal size here annoying thing methe button fell kidding first wore blouse two button came looked one saw needed resewn keep attached bother im cotton poplin nice little ruffle nice touch really like going find another ill fix way,4,1,1,General,Tops,Blouses,1,Yep snug maybe might consider upping normal size here annoying thing methe button fell kidding first wore blouse two button came looked one saw needed resewn keep attached bother im cotton poplin nice little ruffle nice touch really like going find another ill fix way,4,1,Positive
1343,708,27,My favorite workout leggings,These legging wonderful incredibly soft stay place working,5,1,0,Initmates,Intimate,Lounge,1,These legging wonderful incredibly soft stay place working,5,1,Positive
1344,867,71,,,4,1,0,General,Tops,Knits,1,,4,1,Positive
1345,850,25,Pretty details,I initially tried store fell love beautiful cut detail fit star design really cute unique blue color seethrough eventually buy blouse online could stop thinking also machine washable major plus,5,1,0,General,Tops,Blouses,1,I initially tried store fell love beautiful cut detail fit star design really cute unique blue color seethrough eventually buy blouse online could stop thinking also machine washable major plus,5,1,Positive
1346,860,38,,Another shirt really wanted love adore green top made color please make however shirt didnt work think matter curve live shirt true size boob meant showing cleavage model top part felt like bib embroidery sad coz lovely feel lovely probably great shirt different body type would love see green clothing,3,1,1,General,Tops,Knits,0,Another shirt really wanted love adore green top made color please make however shirt didnt work think matter curve live shirt true size boob meant showing cleavage model top part felt like bib embroidery sad coz lovely feel lovely probably great shirt different body type would love see green clothing,3,1,Positive
1347,946,48,Not what i wanted,I reasonably petite like sweater oversized large ordered sweater large disappointed sweater came sleeve upper chest area large length sweater increase size lower part sweater increase size sweater ended looking awkward chest sleeve large long tight short waistlength stomach,2,0,0,General,Tops,Sweaters,-1,I reasonably petite like sweater oversized large ordered sweater large disappointed sweater came sleeve upper chest area large length sweater increase size lower part sweater increase size sweater ended looking awkward chest sleeve large long tight short waistlength stomach,2,1,Positive
1348,1098,25,Weird boobs,I wanted love dress thought would perfect barn wedding coming allllllmost right sadly fell short bib hang bust hit really unflattering mid point make look wide nipple tassel effect plus would feel urge keep pulling notice puckering others mentioned didnt bother however way lining dress line bottom close sad,3,0,1,General,Dresses,Dresses,0,I wanted love dress thought would perfect barn wedding coming allllllmost right sadly fell short bib hang bust hit really unflattering mid point make look wide nipple tassel effect plus would feel urge keep pulling notice puckering others mentioned didnt bother however way lining dress line bottom close sad,3,1,Positive
1349,867,28,Nothing special,I ordered greyyellow come sun shirt cute run quite large isnt special enough price meh,4,0,3,General,Tops,Knits,1,I ordered greyyellow come sun shirt cute run quite large isnt special enough price meh,4,-1,Negative
1350,1098,56,Great find.,This dress special written pom hem bodice well row black seed bead push kind detail stand like varying texture look great sandal short boot fit true size nice sassy length,5,1,0,General,Dresses,Dresses,1,This dress special written pom hem bodice well row black seed bead push kind detail stand like varying texture look great sandal short boot fit true size nice sassy length,5,1,Positive
1351,860,46,Wish it was longer length,I ordered light pink version size xl detail top shade pink pretty shirt fit much shorter model im quite ft inch worked material thin able stretch give length look stretchedout though washed shrank bit stretched top kept wear vest pretty color softness material make worth keepin,3,0,0,General,Tops,Knits,0,I ordered light pink version size xl detail top shade pink pretty shirt fit much shorter model im quite ft inch worked material thin able stretch give length look stretchedout though washed shrank bit stretched top kept wear vest pretty color softness material make worth keepin,3,0,Neutral
1352,1098,50,Great summer  dress,I found dress local retailer must web order return feel love put better person online run little tight chest area fine im big busted,5,1,2,General,Dresses,Dresses,1,I found dress local retailer must web order return feel love put better person online run little tight chest area fine im big busted,5,-1,Negative
1353,1098,61,Looks like a babydoll dress,I wanted love dress would perfect wedding october however fit awful dress heavy funky liner also little black strap around top armneck looked place ran true size large chest dd pretty fitted around area loose everywhere else sadly dress returned,3,0,0,General,Dresses,Dresses,0,I wanted love dress would perfect wedding october however fit awful dress heavy funky liner also little black strap around top armneck looked place ran true size large chest dd pretty fitted around area loose everywhere else sadly dress returned,3,1,Positive
1354,1022,42,Great jeans!,I tried instore intending buy trying shirt needed see would look jean loved great medium blue color fit nicely actual hip thigh price bit high though hoping find pair point sale,5,1,1,General,Bottoms,Jeans,1,I tried instore intending buy trying shirt needed see would look jean loved great medium blue color fit nicely actual hip thigh price bit high though hoping find pair point sale,5,1,Positive
1355,946,40,"Beautiful and soft, yet length is deceiving!",It cute design soft comfortable picture product deceiving look like sweater fairly long pictured product page considerably short nearly six foot tall thought picture would lengthy beautiful sweater might work better shorter stature,2,1,0,General,Tops,Sweaters,-1,It cute design soft comfortable picture product deceiving look like sweater fairly long pictured product page considerably short nearly six foot tall thought picture would lengthy beautiful sweater might work better shorter stature,2,1,Positive
1356,850,40,"Love the way it looks, but couldn't keep it",I ordered blouse online bc couldnt find local store sale fabric delicate cutout already frayed place torn return,2,0,0,General,Tops,Blouses,-1,I ordered blouse online bc couldnt find local store sale fabric delicate cutout already frayed place torn return,2,0,Neutral
1357,895,52,As expected,I like top yes cropped fitted thats style shown model picture true style may fit everyone probably flatters athletic petite figure full figure usual size x top look small first tried size x took x cause like look fitted loose wear top high waist fitted skirt pant look great top inch lo,4,1,2,General Petite,Tops,Fine gauge,1,I like top yes cropped fitted thats style shown model picture true style may fit everyone probably flatters athletic petite figure full figure usual size x top look small first tried size x took x cause like look fitted loose wear top high waist fitted skirt pant look great top inch lo,4,1,Positive
1358,850,33,,Very disappointed cutout started rip first time wore ive worn twice love cut out embarrassing,1,0,0,General,Tops,Blouses,-1,Very disappointed cutout started rip first time wore ive worn twice love cut out embarrassing,1,1,Positive
1359,895,32,Not what i expected,Huge bummer top definitely cropmiditop plus cream white like shown photo im returning today,2,0,4,General Petite,Tops,Fine gauge,-1,Huge bummer top definitely cropmiditop plus cream white like shown photo im returning today,2,1,Positive
1360,861,47,Comfy,Love soft sweatshirt peplum make little different quality great go piece spring loose fitting true size shoulder,5,1,0,General,Tops,Knits,1,Love soft sweatshirt peplum make little different quality great go piece spring loose fitting true size shoulder,5,1,Positive
1361,1098,69,,I excited get dress need wedding thought hit jackpot dress arrived small tear seam puckered badly seen almost dress quality terrible expect better retailer im disappointed,2,0,7,General,Dresses,Dresses,-1,I excited get dress need wedding thought hit jackpot dress arrived small tear seam puckered badly seen almost dress quality terrible expect better retailer im disappointed,2,1,Positive
1362,825,48,Odd cut,This pretty shirt narrow across back need able move arm freely work work may able size better fit moving arm important,3,0,1,General,Tops,Blouses,0,This pretty shirt narrow across back need able move arm freely work work may able size better fit moving arm important,3,1,Positive
1363,850,41,Beautiful winter color,Beautiful feminine look run big ft lb curvy size fit well,5,1,10,General,Tops,Blouses,1,Beautiful feminine look run big ft lb curvy size fit well,5,1,Positive
1364,861,66,Comfortable,I really like jacket comfortable nice material like weight jacket wore alone cute tshirt,5,1,2,General,Tops,Knits,1,I really like jacket comfortable nice material like weight jacket wore alone cute tshirt,5,1,Positive
1365,1110,38,Love it!,Ordered dress summer wedding cute true size well made hint tulle super comfortable moving dancing winner,5,1,6,General Petite,Dresses,Dresses,1,Ordered dress summer wedding cute true size well made hint tulle super comfortable moving dancing winner,5,1,Positive
1366,867,44,,,5,1,0,General,Tops,Knits,1,,5,1,Positive
1367,860,40,"Odd, boxy fit",I purchased shirt grey loved color detail especially lace shoulder found fit style certainly call relaxed fit small loose unflattering way x available might considered exchanging x already bit short strange although petite fairly short wasted also wasnt love neckline continue search weekendw,3,0,0,General,Tops,Knits,0,I purchased shirt grey loved color detail especially lace shoulder found fit style certainly call relaxed fit small loose unflattering way x available might considered exchanging x already bit short strange although petite fairly short wasted also wasnt love neckline continue search weekendw,3,1,Positive
1368,860,36,,Very nice top fit true size little short buy look nice jean work pant,4,1,0,General,Tops,Knits,1,Very nice top fit true size little short buy look nice jean work pant,4,1,Positive
1369,860,40,Unflattering,Its short wide good combo anyone isnt stick thin,1,0,7,General,Tops,Knits,-1,Its short wide good combo anyone isnt stick thin,1,1,Positive
1370,946,36,Umm what is this,I wish read review purchasing sweater looked liked everything would interested online pulled bag first thought could retailer send used washed shrunken sweater nothing like picture fit like midriff top exaggerating im ordered dont waste shipping money,1,0,1,General,Tops,Sweaters,-1,I wish read review purchasing sweater looked liked everything would interested online pulled bag first thought could retailer send used washed shrunken sweater nothing like picture fit like midriff top exaggerating im ordered dont waste shipping money,1,1,Positive
1371,946,48,,I purchased sweater small nothing web site state dolman sleeve looked sloppy made bust disappear went back hate dolman sleeve,2,0,1,General,Tops,Sweaters,-1,I purchased sweater small nothing web site state dolman sleeve looked sloppy made bust disappear went back hate dolman sleeve,2,-1,Negative
1372,867,52,,Love tshirt weight great impending heat humidity summer look positively fabulous casual occasion pilcro chino moss fuchsia suede pump,5,1,2,General,Tops,Knits,1,Love tshirt weight great impending heat humidity summer look positively fabulous casual occasion pilcro chino moss fuchsia suede pump,5,1,Positive
1373,850,44,Very delicate,Cute top started disintegrating two wash delicate cutout top tore apart machine washed gentle cycle didnt use dryer disappointed discard top buying,1,0,5,General,Tops,Blouses,-1,Cute top started disintegrating two wash delicate cutout top tore apart machine washed gentle cycle didnt use dryer disappointed discard top buying,1,1,Positive
1374,867,49,Nice summer t-shirt,I purchased yellow quite happy match lot thing already nice summer tee,5,1,1,General,Tops,Knits,1,I purchased yellow quite happy match lot thing already nice summer tee,5,0,Neutral
1375,867,40,This shirt will brighten you day,I bought come sun version shirt im cervical cancer survivor still dealing health issue recently attended cancer survivor event woman talked life cancer said longer count year life instead count sunny day inspired love shirt got sale still couldve cheaper,5,1,0,General,Tops,Knits,1,I bought come sun version shirt im cervical cancer survivor still dealing health issue recently attended cancer survivor event woman talked life cancer said longer count year life instead count sunny day inspired love shirt got sale still couldve cheaper,5,1,Positive
1376,850,43,Too delicate,I received gift pretty top material sooo delicate cutout area torn many spot wasnt torn completely could see fraying sale associate said get many return item,1,0,4,General,Tops,Blouses,-1,I received gift pretty top material sooo delicate cutout area torn many spot wasnt torn completely could see fraying sale associate said get many return item,1,1,Positive
1377,867,49,Very cute tee!,Love tee lightweight airy comfy think fit true size soft summery cant wait wear summer,5,1,2,General,Tops,Knits,1,Love tee lightweight airy comfy think fit true size soft summery cant wait wear summer,5,1,Positive
1378,860,43,Beautiful and tailored.,This much blouse tee detailing beautiful fabric back stuff starched cotton stretchy jersey felt like top ran small size,5,1,9,General,Tops,Knits,1,This much blouse tee detailing beautiful fabric back stuff starched cotton stretchy jersey felt like top ran small size,5,1,Positive
1379,850,29,Star print is so pretty!,I tried today wish taken home true size star print perfect flowy maternity way im gonna go back one,5,1,3,General,Tops,Blouses,1,I tried today wish taken home true size star print perfect flowy maternity way im gonna go back one,5,1,Positive
1380,867,66,Soft and cute,This run way big would recommend sizing least one size possibly got design diver fun light summer soft material comfy,4,1,2,General,Tops,Knits,1,This run way big would recommend sizing least one size possibly got design diver fun light summer soft material comfy,4,1,Positive
1381,946,54,,Although love soft feel sweater zig zag design unflattering also length much shorter appears picture returning,2,0,0,General,Tops,Sweaters,-1,Although love soft feel sweater zig zag design unflattering also length much shorter appears picture returning,2,1,Positive
1382,1110,49,Lovely but armholes too revealing for me...,Wished worked however prefer smaller armhole bra skin young anymore dont show beige lining show armhole well upside slimming even stiff petticoat cute perfect length another caveat back completely symmetrical mine isnt decorative back strap sit wonky position im lb oop perfect objection,4,1,7,General Petite,Dresses,Dresses,1,Wished worked however prefer smaller armhole bra skin young anymore dont show beige lining show armhole well upside slimming even stiff petticoat cute perfect length another caveat back completely symmetrical mine isnt decorative back strap sit wonky position im lb oop perfect objection,4,1,Positive
1383,1083,34,Very cute everyday dress,The retailer store carried petite ive learned always snag petite see sometimes petite fit well better depending length outfit ______________ pro look exactly person online color run true well made good stitching solid dress great length sleeve fit tt im normally size grabbed p see itd fit short length,4,1,8,General Petite,Dresses,Dresses,1,The retailer store carried petite ive learned always snag petite see sometimes petite fit well better depending length outfit ______________ pro look exactly person online color run true well made good stitching solid dress great length sleeve fit tt im normally size grabbed p see itd fit short length,4,1,Positive
1384,867,62,Simply dive-ine!,Love diving beauty version charming without cutsie stay away epitome summer grab go easy little statement find run true sizeyou could safely size need love thinking getting come sun tuck tie back side great drapinglove little touch sleeve toonice surprise,5,1,2,General,Tops,Knits,1,Love diving beauty version charming without cutsie stay away epitome summer grab go easy little statement find run true sizeyou could safely size need love thinking getting come sun tuck tie back side great drapinglove little touch sleeve toonice surprise,5,1,Positive
1385,861,49,A lovely piece to be worn and cherished,This great model look largish doesnt youre curvier like e may fitted long arm great wrist design shown sturdy piece cheap looking way plan handwash drop coffee front wear long time want wear certain day color would great thanks retailer,5,1,13,General,Tops,Knits,1,This great model look largish doesnt youre curvier like e may fitted long arm great wrist design shown sturdy piece cheap looking way plan handwash drop coffee front wear long time want wear certain day color would great thanks retailer,5,1,Positive
1386,860,42,Flattering tee,This really flattering tee curve pretty lace detail purchased gray ordered wine pink looked peach store reason star back material wrinkle easily true size large,4,1,8,General,Tops,Knits,1,This really flattering tee curve pretty lace detail purchased gray ordered wine pink looked peach store reason star back material wrinkle easily true size large,4,1,Positive
1387,1081,55,Classic,Comfortable material fit true size love color wear year round selected dress fall wedding keeper,5,1,1,General Petite,Dresses,Dresses,1,Comfortable material fit true size love color wear year round selected dress fall wedding keeper,5,1,Positive
1388,1110,30,Lovely dress,I stumbled across dress store fell love bright cheery still sophisticated enough event love tulle give skirt slight flare body completely concealed dress well lined darling small chested didnt issue feeling revealing lining hang purchased rehearsal rehearsal dinner summer wedding look forward wearing dress many time,5,1,1,General Petite,Dresses,Dresses,1,I stumbled across dress store fell love bright cheery still sophisticated enough event love tulle give skirt slight flare body completely concealed dress well lined darling small chested didnt issue feeling revealing lining hang purchased rehearsal rehearsal dinner summer wedding look forward wearing dress many time,5,1,Positive
1389,1098,54,Sassy maxi,Im crazy maxi dress found fun print fringeit spoke language love dress feel dress work many season dress fall nicely feel comfortable worried would long inch heelits perfect paired red dangled earring spice right,5,1,0,General,Dresses,Dresses,1,Im crazy maxi dress found fun print fringeit spoke language love dress feel dress work many season dress fall nicely feel comfortable worried would long inch heelits perfect paired red dangled earring spice right,5,1,Positive
1390,1083,38,A poor quality dress,For price dress expecting something decent style cute nothing however type polyester dress made oh thick unpleasant material cling body hot never came across item retailer made cheaply tag back hanging half button front ready come even tried dress need say going back asap sel,2,0,4,General Petite,Dresses,Dresses,-1,For price dress expecting something decent style cute nothing however type polyester dress made oh thick unpleasant material cling body hot never came across item retailer made cheaply tag back hanging half button front ready come even tried dress need say going back asap sel,2,1,Positive
1391,946,43,This sweater is short in length,I wanting sweater decided order received tag product typical clear bag retailer wasnt packaged nicely came reno nv product order get shipped short im clothes short fit problem sweater might hit waist maybe shorter think color nice sweater soft wanted going return,3,0,1,General,Tops,Sweaters,0,I wanting sweater decided order received tag product typical clear bag retailer wasnt packaged nicely came reno nv product order get shipped short im clothes short fit problem sweater might hit waist maybe shorter think color nice sweater soft wanted going return,3,1,Positive
1392,936,39,Signature retailer sweater,Fantastic signature retailer styling unique statement sweater pattern placement slimming look front rear enhancing look behind ive using super soft removable fur collar scarf stole outfit well length almost tunic look great legging skinny jean buttoned choose remove fur collar vneck open keep unbuttoned style way knit fabric,5,1,0,General Petite,Tops,Sweaters,1,Fantastic signature retailer styling unique statement sweater pattern placement slimming look front rear enhancing look behind ive using super soft removable fur collar scarf stole outfit well length almost tunic look great legging skinny jean buttoned choose remove fur collar vneck open keep unbuttoned style way knit fabric,5,1,Positive
1393,1098,26,Beautiful and unique dress,I purchased dress bridal shower perfect detail amazingdelicate lovely hit ankle loved could show shoe,5,1,0,General,Dresses,Dresses,1,I purchased dress bridal shower perfect detail amazingdelicate lovely hit ankle loved could show shoe,5,1,Positive
1394,1081,34,"Nice dress, fit is ok",I love style dress color beautiful much like photo like previous reviewer mentioned top little loose comparison bottom originally bought size exchanged tend size fit great bottom strap bit loose might better bigger busted lady,4,1,0,General Petite,Dresses,Dresses,1,I love style dress color beautiful much like photo like previous reviewer mentioned top little loose comparison bottom originally bought size exchanged tend size fit great bottom strap bit loose might better bigger busted lady,4,1,Positive
1395,867,65,Really soft,I bought design sold sailboat wave along top tshirt super soft thin sheer seethrough light cool hot humid summer day nice stretch well really gentle cotton knit top run large maybe thats cool stick thus didnt size dont like clothes formfitting super hot day,5,1,0,General,Tops,Knits,1,I bought design sold sailboat wave along top tshirt super soft thin sheer seethrough light cool hot humid summer day nice stretch well really gentle cotton knit top run large maybe thats cool stick thus didnt size dont like clothes formfitting super hot day,5,1,Positive
1396,1081,36,A little big up top,Overall really like dress color vibrant unique top dress especially shoulder strap seem loose im getting tailored,4,1,0,General Petite,Dresses,Dresses,1,Overall really like dress color vibrant unique top dress especially shoulder strap seem loose im getting tailored,4,1,Positive
1397,860,23,Lovely lace top!,Bought green local store fell love also tried one pink bit sheer opted green color instead nice feminine,4,1,0,General,Tops,Knits,1,Bought green local store fell love also tried one pink bit sheer opted green color instead nice feminine,4,1,Positive
1398,1110,43,Skirt flares more than it looks,Very cute dress skirt flare look picture made midsection look unflattering side also flat chested side need good bra alteration least despite listed kept dress since versatile dress many occasion,4,1,2,General,Dresses,Dresses,1,Very cute dress skirt flare look picture made midsection look unflattering side also flat chested side need good bra alteration least despite listed kept dress since versatile dress many occasion,4,0,Neutral
1399,1110,35,"Oh, so gorgeous",I couldnt resist dress blue fun feminine color vivid beautiful person worried length would issue bought regular size instead normal petite feel perfect fit great know wear lot summer,5,1,0,General,Dresses,Dresses,1,I couldnt resist dress blue fun feminine color vivid beautiful person worried length would issue bought regular size instead normal petite feel perfect fit great know wear lot summer,5,1,Positive
1400,1022,37,Love these jeans!,Great fit perfect length happy jean fabric pretty stretchy definitely still denim feel soft love jean,5,1,3,General,Bottoms,Jeans,1,Great fit perfect length happy jean fabric pretty stretchy definitely still denim feel soft love jean,5,1,Positive
1401,850,44,Beautiful feminine blouse,I bought top local retailer burgundy color beautiful feminine want get color store also black one available online bought size sometimes get top petite felt reg size fit fine,5,1,21,General,Tops,Blouses,1,I bought top local retailer burgundy color beautiful feminine want get color store also black one available online bought size sometimes get top petite felt reg size fit fine,5,1,Positive
1402,860,48,Great detail,I purchased item gift wife love quality price great soft comfortable need washed care worth,5,1,0,General,Tops,Knits,1,I purchased item gift wife love quality price great soft comfortable need washed care worth,5,1,Positive
1403,1110,43,Pretty; low cut arm holes,Gorgeous fun dress cut armhole petite really low low even strapless bra peek also lining issue could one choice lining stitched well around armhole show much back stunning would say go bra le could awesome didnt work body wear bra think winner someone,3,1,5,General,Dresses,Dresses,0,Gorgeous fun dress cut armhole petite really low low even strapless bra peek also lining issue could one choice lining stitched well around armhole show much back stunning would say go bra le could awesome didnt work body wear bra think winner someone,3,1,Positive
1404,1074,50,Very pretty - runs large (busty petites rejoice 3),I kept size dress return roomy arm chest great material nice much material hang nice swing another win,4,1,2,General,Dresses,Dresses,1,I kept size dress return roomy arm chest great material nice much material hang nice swing another win,4,1,Positive
1405,1094,37,Love this dress!,Many compliment great color comfy dress retailer maeve brand never disappointed,5,1,0,General,Dresses,Dresses,1,Many compliment great color comfy dress retailer maeve brand never disappointed,5,0,Neutral
1406,1025,59,,Tts sleek flattering love summer nice light weight feel great saggy nice color addition since favorite lighter shade blue,5,1,1,General Petite,Bottoms,Jeans,1,Tts sleek flattering love summer nice light weight feel great saggy nice color addition since favorite lighter shade blue,5,1,Positive
1407,1094,56,Gorgeous turquoise color,I really love dress agree previous reviewer belt around waistit draped piece fabric figure flattering wrap one side dress belt show muffin topsbulgesi would loved belt went way around one point would like make bra strap hard conceal bought dress gorgeous color ended returning belt bra strap,5,1,19,General,Dresses,Dresses,1,I really love dress agree previous reviewer belt around waistit draped piece fabric figure flattering wrap one side dress belt show muffin topsbulgesi would loved belt went way around one point would like make bra strap hard conceal bought dress gorgeous color ended returning belt bra strap,5,1,Positive
1408,230,30,Skarlett blue demi convertible bra review,This far comfortable bra ive ever owned love convertible strap feature great shirt back cutout,5,1,1,Initmates,Intimate,Intimates,1,This far comfortable bra ive ever owned love convertible strap feature great shirt back cutout,5,1,Positive
1409,837,67,Much cuter in the picture,This top run small across top amazed materialpolyester surebecause price high sheer layer underneath think would make hot summer love kind tank look good online,3,0,6,General,Tops,Blouses,0,This top run small across top amazed materialpolyester surebecause price high sheer layer underneath think would make hot summer love kind tank look good online,3,1,Positive
1410,1081,45,Cute and comfy dress,Love dress fabric super soft flowy aware model tall gal im usually size dress purchased large returned large petite went way past knee look funny knee petite perfect,4,1,2,General,Dresses,Dresses,1,Love dress fabric super soft flowy aware model tall gal im usually size dress purchased large returned large petite went way past knee look funny knee petite perfect,4,1,Positive
1411,837,44,Adorable tank!,I bought tank blue popsicle print think cuter person online beautiful pastel color popsicle really stand make special normally size small fit perfectly also appreciate lined wore skinny received lot compliment perfect tank summer,5,1,1,General,Tops,Blouses,1,I bought tank blue popsicle print think cuter person online beautiful pastel color popsicle really stand make special normally size small fit perfectly also appreciate lined wore skinny received lot compliment perfect tank summer,5,0,Neutral
1412,442,32,,Very pretty also roomy im using swimsuit cover perfect,4,1,0,Initmates,Intimate,Swim,1,Very pretty also roomy im using swimsuit cover perfect,4,1,Positive
1413,1025,37,Almost,I ordered typical size fit everywhere perfectly except butt found tight area went store tried big waist recommend though well made loved wash length perfect came lower ankle fine give try hopefully work better,4,1,3,General Petite,Bottoms,Jeans,1,I ordered typical size fit everywhere perfectly except butt found tight area went store tried big waist recommend though well made loved wash length perfect came lower ankle fine give try hopefully work better,4,1,Positive
